parameter_index,simulation_index,split
857,2,train
158,1,train
3372,3,train
3506,3,train
2848,3,train
4064,1,train
1070,2,train
3802,1,train
412,2,train
849,3,train
3585,3,train
3626,4,train
2927,3,train
3364,4,train
3061,3,train
67,4,train
3881,1,train
3619,1,train
625,2,train
3357,1,train
3753,1,train
3839,4,train
363,2,train
3140,3,train
3577,4,train
3274,3,train
3832,1,train
3436,1,train
1275,3,train
442,2,train
3174,1,train
3570,1,train
576,2,train
180,2,train
617,3,train
3353,3,train
3790,4,train
1571,1,train
4086,2,train
1488,3,train
3783,1,train
3824,2,train
393,2,train
3607,4,train
4003,4,train
1567,3,train
1126,1,train
3862,1,train
3903,2,train
1305,3,train
909,3,train
3641,2,train
4037,2,train
606,2,train
1043,3,train
3820,4,train
3558,4,train
1735,1,train
1122,3,train
1559,4,train
3813,1,train
1256,3,train
3854,2,train
4033,4,train
3771,4,train
1814,1,train
1418,1,train
1156,1,train
1638,4,train
1772,4,train
894,1,train
1376,4,train
4067,2,train
1073,3,train
677,3,train
3805,2,train
2068,2,train
1765,1,train
1369,1,train
1806,2,train
1107,1,train
1723,4,train
890,3,train
1327,4,train
4018,2,train
1885,2,train
2019,2,train
1186,1,train
1802,4,train
1406,4,train
1103,3,train
2494,2,train
2098,2,train
1399,1,train
1836,2,train
1533,1,train
2015,4,train
1316,3,train
1357,4,train
1491,4,train
2311,2,train
2049,2,train
1653,2,train
1787,2,train
1570,4,train
1174,4,train
2565,3,train
2262,2,train
1866,2,train
2699,3,train
1604,2,train
1387,4,train
1,2,train
2778,3,train
2912,3,train
2079,2,train
2516,3,train
2213,2,train
80,2,train
2812,1,train
3208,1,train
2595,3,train
2292,2,train
2770,4,train
2030,2,train
2071,3,train
2891,1,train
293,2,train
3025,1,train
3421,1,train
2546,3,train
2983,4,train
2680,3,train
2284,3,train
3238,1,train
3279,2,train
244,2,train
285,3,train
2580,1,train
2976,1,train
2759,3,train
2363,3,train
2800,4,train
3196,4,train
3055,1,train
3492,2,train
61,2,train
498,3,train
3189,1,train
3409,4,train
2576,3,train
3013,4,train
2710,3,train
3705,2,train
577,3,train
2872,1,train
711,3,train
3006,1,train
3309,2,train
3488,4,train
12,2,train
53,3,train
2744,1,train
3226,4,train
3522,2,train
2823,1,train
3260,2,train
662,3,train
2957,1,train
3043,4,train
2740,3,train
2781,4,train
824,1,train
958,1,train
3339,2,train
741,3,train
3473,2,train
479,3,train
3256,4,train
775,1,train
3948,2,train
3686,2,train
558,3,train
995,4,train
3290,2,train
692,3,train
296,3,train
3028,2,train
3469,4,train
34,3,train
2811,4,train
1250,1,train
854,1,train
988,1,train
592,1,train
3765,2,train
1208,4,train
330,1,train
812,4,train
3503,2,train
509,3,train
946,4,train
3241,2,train
3940,3,train
1201,1,train
805,1,train
1421,4,train
3716,2,train
3320,2,train
3757,3,train
722,3,train
326,3,train
1159,4,train
3454,2,train
3237,4,train
1321,2,train
1018,1,train
622,1,train
1059,2,train
3970,3,train
539,3,train
3667,2,train
714,4,train
1534,2,train
1231,1,train
1668,2,train
4004,1,train
969,1,train
1010,2,train
1451,4,train
3746,2,train
1189,4,train
793,4,train
3787,3,train
3921,3,train
531,4,train
1747,2,train
1922,3,train
1089,2,train
1223,2,train
4000,3,train
1006,4,train
3738,3,train
2135,3,train
1302,2,train
1436,2,train
3817,3,train
2214,3,train
1253,2,train
1690,3,train
2248,1,train
1986,1,train
1466,2,train
1507,3,train
1903,3,train
2378,3,train
2419,4,train
2116,3,train
2278,1,train
2412,1,train
2195,3,train
2236,4,train
2491,1,train
2229,1,train
2711,4,train
2408,3,train
1967,1,train
2449,4,train
2845,4,train
2146,3,train
1884,3,train
147,3,train
2442,1,train
2046,1,train
2879,2,train
2180,1,train
2266,4,train
2400,4,train
181,1,train
2958,2,train
2655,1,train
2259,1,train
3092,2,train
98,3,train
2176,3,train
2613,4,train
260,1,train
394,1,train
218,4,train
2909,2,train
2826,4,train
2430,4,train
473,1,train
607,1,train
3384,2,train
431,4,train
2726,2,train
3163,3,train
128,3,train
169,4,train
2860,2,train
2643,4,train
2247,4,train
861,2,train
644,4,train
248,4,train
2543,2,train
778,4,train
3073,2,train
3376,3,train
2460,4,train
3672,1,train
1074,2,train
3851,3,train
857,4,train
2756,2,train
158,3,train
2931,3,train
3751,1,train
3885,1,train
891,2,train
3802,3,train
412,4,train
3103,2,train
3964,1,train
3702,1,train
667,1,train
708,2,train
3922,4,train
1145,3,train
842,2,train
3619,3,train
3223,3,train
3440,1,train
625,4,train
3357,3,train
3881,3,train
363,4,train
3915,1,train
921,2,train
3653,1,train
1055,2,train
3832,3,train
3436,3,train
442,4,train
3174,3,train
3570,3,train
576,4,train
180,4,train
1571,3,train
738,2,train
1175,3,train
3866,1,train
872,2,train
4086,4,train
3824,4,train
393,4,train
1085,2,train
689,2,train
1126,3,train
3862,3,train
823,2,train
4037,4,train
3641,4,train
3903,4,train
606,4,train
1684,1,train
1422,1,train
1205,3,train
3500,1,train
3896,1,train
902,2,train
3854,4,train
2031,1,train
1814,3,train
1418,3,train
1156,3,train
894,3,train
4067,4,train
3805,4,train
2110,1,train
1714,1,train
1452,1,train
2068,4,train
3926,1,train
1369,3,train
1806,4,train
1107,3,train
4018,4,train
1927,1,train
1665,1,train
2102,2,train
1885,4,train
2019,4,train
1186,3,train
2181,2,train
1878,1,train
2315,2,train
1616,1,train
1220,1,train
2098,4,train
1399,3,train
1836,4,train
2528,2,train
1829,1,train
1870,2,train
2311,4,train
2049,4,train
1653,4,train
1787,4,train
1391,4,train
2607,2,train
2345,2,train
1646,1,train
2083,2,train
2262,4,train
1866,4,train
1604,4,train
43,1,train
2820,2,train
1,4,train
2296,2,train
2079,4,train
80,4,train
2375,2,train
2812,3,train
3208,3,train
2509,2,train
2113,2,train
2030,4,train
3108,1,train
73,1,train
114,2,train
2891,3,train
293,4,train
3025,3,train
2629,3,train
2367,3,train
3187,1,train
3321,1,train
327,2,train
3059,1,train
65,2,train
3238,3,train
3279,4,train
2539,2,train
2580,3,train
2976,3,train
3534,1,train
3138,1,train
540,2,train
144,2,train
2876,1,train
3055,3,train
2659,3,train
3492,4,train
61,4,train
2397,3,train
357,2,train
491,2,train
95,2,train
2872,3,train
3309,4,train
3705,4,train
3006,3,train
3047,4,train
12,4,train
2744,3,train
3605,2,train
3302,1,train
308,2,train
349,3,train
3522,4,train
2823,3,train
3260,4,train
2957,3,train
1041,1,train
824,3,train
3515,1,train
521,2,train
958,3,train
3253,1,train
3339,4,train
3473,4,train
3077,4,train
2815,4,train
1120,1,train
1254,1,train
4031,2,train
3635,2,train
3769,2,train
2936,1,train
338,2,train
775,3,train
3686,4,train
3290,4,train
3028,4,train
1333,1,train
1250,3,train
854,3,train
3545,1,train
3586,2,train
551,2,train
592,3,train
988,3,train
3765,4,train
3982,2,train
330,3,train
3503,4,train
3241,4,train
1546,1,train
1284,1,train
1108,4,train
805,3,train
409,3,train
3716,4,train
3320,4,train
3454,4,train
1497,1,train
1101,1,train
1235,1,train
839,1,train
1321,4,train
1018,3,train
622,3,train
1059,4,train
3750,2,train
1617,2,train
1314,1,train
1534,4,train
656,1,train
1668,4,train
3963,2,train
4004,3,train
1010,4,train
3746,4,train
1830,2,train
1568,2,train
1265,1,train
869,1,train
1747,4,train
4042,2,train
1089,4,train
1223,4,train
1915,2,train
1519,2,train
1302,4,train
1436,4,train
1598,2,train
1295,1,train
1732,2,train
1253,4,train
2248,3,train
1945,2,train
1549,2,train
1986,3,train
1466,4,train
2065,3,train
1762,2,train
2757,1,train
2278,3,train
2412,3,train
1579,2,train
2574,1,train
2312,1,train
2491,3,train
1792,2,train
2229,3,train
1967,3,train
2787,1,train
2525,1,train
2263,1,train
2442,3,train
2046,3,train
2879,4,train
2180,3,train
2738,1,train
2342,1,train
181,3,train
2958,4,train
3092,4,train
2259,3,train
1863,3,train
260,3,train
2951,1,train
2992,2,train
394,3,train
2689,1,train
3388,2,train
2909,4,train
2513,4,train
690,1,train
3467,2,train
473,3,train
2768,1,train
3205,2,train
3601,2,train
2726,4,train
2860,4,train
507,1,train
245,1,train
2981,1,train
861,4,train
465,4,train
2760,2,train
3156,2,train
2543,4,train
720,1,train
458,1,train
3631,2,train
3672,3,train
1074,4,train
2756,4,train
3968,1,train
3751,3,train
3448,2,train
3052,2,train
3489,3,train
891,4,train
3186,2,train
2790,2,train
3885,3,train
233,4,train
750,1,train
1187,2,train
3964,3,train
3702,3,train
708,4,train
3003,2,train
3399,2,train
842,4,train
3440,3,train
1004,2,train
3736,1,train
1138,2,train
742,2,train
3915,3,train
921,4,train
3653,3,train
263,4,train
3949,1,train
1351,2,train
955,2,train
738,4,train
3429,2,train
3866,3,train
872,4,train
4028,1,train
1034,2,train
1471,3,train
772,2,train
510,2,train
689,4,train
1684,3,train
1381,2,train
1422,3,train
3717,1,train
1119,2,train
723,2,train
3500,3,train
3896,3,train
902,4,train
3937,4,train
1718,1,train
1501,3,train
3796,1,train
1198,2,train
802,2,train
936,2,train
1931,1,train
2110,3,train
1714,3,train
4009,1,train
1411,2,train
1452,3,train
1190,3,train
3926,3,train
3967,4,train
2144,1,train
1748,1,train
1927,3,train
2102,4,train
1665,3,train
1269,3,train
2223,1,train
1961,1,train
2398,2,train
2181,4,train
1878,3,train
1919,4,train
2315,4,train
1616,3,train
1220,3,train
2308,1,train
1912,1,train
2528,4,train
1829,3,train
1870,4,train
1991,1,train
2428,2,train
2125,1,train
2166,2,train
2607,4,train
2345,4,train
1646,3,train
2083,4,train
126,1,train
3037,2,train
2641,2,train
1942,1,train
2379,2,train
2296,4,train
339,1,train
77,1,train
2854,2,train
2458,2,train
2895,3,train
2155,1,train
2592,2,train
2375,4,train
2113,4,train
1717,4,train
3108,3,train
114,4,train
2805,2,train
2147,2,train
369,1,train
3187,3,train
148,2,train
3321,3,train
327,4,train
2622,2,train
3059,3,train
65,4,train
623,2,train
361,2,train
3138,3,train
3534,3,train
540,4,train
144,4,train
2835,2,train
2876,3,train
2573,2,train
836,2,train
137,1,train
178,2,train
574,2,train
357,4,train
95,4,train
653,2,train
3385,1,train
787,2,train
391,2,train
3605,4,train
88,1,train
129,2,train
3302,3,train
3343,4,train
308,4,train
2644,3,train
866,2,train
3202,1,train
604,2,train
1041,3,train
3336,1,train
342,2,train
3253,3,train
1337,1,train
4073,1,train
1120,3,train
3415,1,train
1254,3,train
3549,1,train
4031,4,train
421,2,train
555,2,train
3635,4,train
2936,3,train
3373,4,train
338,4,train
3769,4,train
1333,3,train
937,3,train
3628,1,train
4065,2,train
3366,1,train
3982,4,train
3586,4,train
1367,1,train
1546,3,train
3841,1,train
3882,2,train
847,2,train
1284,3,train
1325,4,train
3579,1,train
585,2,train
626,3,train
3403,4,train
1580,1,train
1184,1,train
4095,2,train
1101,3,train
3792,1,train
1235,3,train
839,3,train
3750,4,train
1793,1,train
1834,2,train
1135,1,train
1617,4,train
3912,2,train
1314,3,train
1355,4,train
656,3,train
1610,1,train
1214,1,train
2047,2,train
1744,1,train
1348,1,train
1830,4,train
1568,4,train
1265,3,train
869,3,train
4042,4,train
1823,1,train
1864,2,train
2260,2,train
1561,1,train
1602,2,train
4076,2,train
1519,4,train
1123,4,train
1378,1,train
1598,4,train
1295,3,train
1732,4,train
2331,3,train
1632,2,train
1549,4,train
2503,2,train
2107,2,train
1845,2,train
1762,4,train
2757,3,train
1796,2,train
1579,4,train
193,2,train
2574,3,train
2271,2,train
1875,2,train
2312,3,train
1792,4,train
2870,1,train
3004,1,train
10,2,train
2787,3,train
2088,2,train
2525,3,train
2263,3,train
89,2,train
3258,2,train
223,2,train
2738,3,train
2342,3,train
3296,1,train
3034,1,train
3471,2,train
40,2,train
2772,1,train
3168,1,train
3388,4,train
2992,4,train
2689,3,train
3247,1,train
253,2,train
690,3,train
2985,1,train
3467,4,train
32,3,train
2768,3,train
2809,4,train
3205,4,train
3064,1,train
70,2,train
507,3,train
3239,2,train
245,3,train
3156,4,train
2760,4,train
803,1,train
541,1,train
720,3,train
761,4,train
2619,1,train
3056,2,train
458,3,train
2839,4,train
1016,1,train
620,1,train
1150,1,train
3531,2,train
3968,3,train
3665,2,train
3269,2,train
3448,4,train
3052,4,train
3186,4,train
2790,4,train
833,1,train
3744,2,train
750,3,train
791,4,train
1187,4,train
3003,4,train
1046,1,train
784,1,train
3957,2,train
522,1,train
3736,3,train
1004,4,train
3299,2,train
1138,4,train
742,4,train
1259,1,train
1300,2,train
997,1,train
1038,2,train
1434,2,train
735,1,train
821,4,train
3512,2,train
3949,3,train
955,4,train
1647,2,train
814,1,train
1251,2,train
4028,3,train
1034,4,train
772,4,train
3504,3,train
510,4,train
1726,2,train
1027,1,train
1068,2,train
1464,2,train
1202,2,train
589,4,train
3717,3,train
1119,4,train
723,4,train
1677,2,train
1718,3,train
4013,1,train
1415,2,train
3796,3,train
1198,4,train
802,4,train
936,4,train
1494,2,train
1098,2,train
1931,3,train
1232,2,train
4009,3,train
2227,1,train
2144,3,train
1748,3,train
2185,4,train
1445,2,train
1486,3,train
2306,1,train
2440,1,train
2223,3,train
1961,3,train
2398,4,train
2653,1,train
2391,1,train
2215,4,train
1912,3,train
1516,3,train
2470,1,train
1991,3,train
2428,4,train
2125,3,train
2166,4,train
2287,1,train
126,3,train
2421,1,train
2025,1,train
2159,1,train
2641,4,train
1942,3,train
2379,4,train
2937,2,train
2634,1,train
2238,1,train
77,3,train
2372,1,train
2458,4,train
2854,4,train
2155,3,train
2592,4,train
1934,4,train
373,1,train
197,4,train
2055,1,train
2888,2,train
2147,4,train
452,1,train
3363,2,train
2967,2,train
2664,1,train
2705,2,train
148,4,train
2622,4,train
665,1,train
269,1,train
444,2,train
3180,2,train
141,1,train
227,4,train
623,4,train
2522,2,train
361,4,train
2656,2,train
2918,2,train
2573,4,train
3651,1,train
616,1,train
220,1,train
836,4,train
137,3,train
178,4,train
574,4,train
3730,1,train
736,2,train
171,1,train
653,4,train
2948,2,train
3385,3,train
391,4,train
129,4,train
3681,1,train
646,1,train
687,2,train
866,4,train
3161,2,train
3202,3,train
604,4,train
3336,3,train
342,4,train
3894,1,train
900,2,train
504,2,train
1337,3,train
3632,1,train
638,2,train
3415,3,train
421,4,train
25,4,train
3549,3,train
555,4,train
717,2,train
3845,1,train
3931,4,train
3628,3,train
4065,4,train
3366,3,train
930,2,train
1367,3,train
3662,1,train
668,2,train
3882,4,train
3841,3,train
3579,3,train
585,4,train
1401,1,train
1580,3,train
1184,3,train
485,2,train
3699,4,train
4095,4,train
1876,1,train
1793,3,train
1834,4,train
698,2,train
1135,3,train
3912,4,train
2089,1,train
1827,1,train
1610,3,train
1214,3,train
2047,4,train
911,2,train
1348,3,train
1906,1,train
2040,1,train
2260,4,train
1864,4,train
1561,3,train
1602,4,train
4076,4,train
2119,1,train
2294,2,train
1378,3,train
982,3,train
2070,1,train
2507,2,train
1412,1,train
1632,4,train
1370,4,train
1887,1,train
1928,2,train
2324,2,train
1625,1,train
2107,4,train
1845,4,train
22,1,train
2799,2,train
2100,1,train
2141,2,train
1838,1,train
2275,2,train
1796,4,train
101,1,train
2488,2,train
2092,2,train
1875,4,train
3087,1,train
93,2,train
2870,3,train
2567,2,train
2171,2,train
2608,3,train
10,4,train
2305,2,train
1909,2,train
2346,3,train
3004,3,train
2088,4,train
172,2,train
306,2,train
89,4,train
3258,4,train
2518,2,train
2122,2,train
3513,1,train
3117,1,train
519,2,train
3296,3,train
257,2,train
3034,3,train
3471,4,train
40,4,train
2772,3,train
2376,3,train
3726,1,train
3068,1,train
74,2,train
2851,3,train
3247,3,train
2985,3,train
549,2,train
2885,1,train
3367,4,train
287,2,train
3064,3,train
2623,1,train
3105,4,train
70,4,train
3239,4,train
2406,3,train
3797,2,train
803,3,train
3098,1,train
3494,1,train
104,2,train
541,3,train
2836,1,train
238,2,train
2619,3,train
3056,4,train
3614,2,train
1016,3,train
620,3,train
2915,1,train
3311,1,train
3748,2,train
358,3,train
3531,4,train
3665,4,train
3269,4,train
1446,1,train
833,3,train
3128,1,train
3961,2,train
3262,1,train
3303,2,train
3744,4,train
4040,2,train
1046,3,train
605,1,train
1087,4,train
3778,2,train
784,3,train
3516,2,train
522,3,train
3299,4,train
1342,1,train
1476,1,train
1517,2,train
1259,3,train
1300,4,train
997,3,train
1038,4,train
1434,4,train
3729,2,train
735,3,train
3512,4,train
1596,2,train
1293,1,train
897,1,train
635,1,train
1117,4,train
1647,4,train
814,3,train
1251,4,train
3942,2,train
1809,2,train
1943,2,train
1110,1,train
1547,2,train
1244,1,train
1726,4,train
4021,2,train
4062,3,train
1027,3,train
1068,4,train
1464,4,train
3759,2,train
1202,4,train
806,4,train
3800,3,train
1323,1,train
1364,2,train
1061,1,train
4013,3,train
1415,4,train
1274,1,train
1315,2,train
1711,2,train
4092,3,train
1494,4,train
1098,4,train
1232,4,train
1790,2,train
2227,3,train
1445,4,train
2523,1,train
2306,3,train
2440,3,train
2044,3,train
1741,2,train
1782,3,train
2653,3,train
2391,3,train
2553,1,train
2687,1,train
2291,1,train
2470,3,train
1771,2,train
2766,1,train
2900,1,train
2287,3,train
2421,3,train
2025,3,train
2159,3,train
2583,1,train
3020,2,train
26,3,train
2321,1,train
2717,1,train
2937,4,train
2455,1,train
2541,4,train
2238,3,train
1842,3,train
3233,2,train
2930,1,train
2534,1,train
373,3,train
2668,1,train
2888,4,train
2055,3,train
669,1,train
452,3,train
2351,1,train
2485,1,train
2967,4,train
2705,4,train
882,1,train
3659,2,train
665,3,train
269,3,train
3438,3,train
444,4,train
2698,1,train
2739,2,train
141,3,train
2918,4,train
2522,4,train
3180,4,train
2656,4,train
699,1,train
303,1,train
3476,2,train
437,1,train
41,1,train
3651,3,train
220,3,train
3348,2,train
912,1,train
953,2,train
3730,3,train
650,1,train
736,4,train
3031,2,train
2769,2,train
171,3,train
2948,4,train
729,1,train
467,1,train
3244,2,train
3681,3,train
687,4,train
3378,2,train
3977,1,train
942,1,train
983,2,train
1379,2,train
284,1,train
3498,3,train
3894,3,train
900,4,train
504,4,train
3195,2,train
3236,3,train
638,4,train
242,4,train
3632,3,train
3928,1,train
497,1,train
934,2,train
717,4,train
3845,3,train
4007,1,train
1409,2,train
1013,2,train
3745,1,train
751,2,train
930,4,train
489,2,train
3662,3,train
668,4,train
1226,2,train
3958,1,train
1360,2,train
1401,3,train
3696,1,train
702,2,train
485,4,train
1697,1,train
1876,3,train
781,2,train
915,2,train
698,4,train
1910,1,train
2089,3,train
3988,1,train
1390,2,train
1827,3,train
1128,2,train
3946,4,train
911,4,train
1989,1,train
1727,1,train
1906,3,train
1207,2,train
1248,3,train
2202,1,train
1940,1,train
2119,3,train
1678,1,train
2294,4,train
2153,1,train
1757,1,train
2590,2,train
2507,4,train
1412,3,train
2803,2,train
2104,1,train
1708,1,train
1887,3,train
1928,4,train
2324,4,train
1625,3,train
1666,4,train
2486,2,train
1921,1,train
2141,4,train
2275,4,train
101,3,train
2437,2,train
2874,3,train
2134,1,train
2175,2,train
2092,4,train
1696,4,train
3087,3,train
93,4,train
2388,2,train
2784,2,train
2567,4,train
2171,4,train
2305,4,train
1909,4,train
348,1,train
86,1,train
172,4,train
2904,3,train
306,4,train
2122,4,train
3513,3,train
3117,3,train
519,4,train
257,4,train
2552,2,train
419,2,train
3151,1,train
3068,3,train
74,4,train
3626,1,train
632,2,train
3364,1,train
766,2,train
370,2,train
67,1,train
2844,2,train
2885,3,train
287,4,train
2623,3,train
3839,1,train
845,2,train
449,2,train
3577,1,train
187,2,train
3797,4,train
3098,3,train
2702,3,train
104,4,train
2836,3,train
3790,1,train
3831,2,train
796,2,train
3132,1,train
3614,4,train
534,2,train
138,2,train
2915,3,train
3311,3,train
3352,4,train
3748,4,train
916,3,train
3211,1,train
3607,1,train
4044,2,train
3961,4,train
3128,3,train
3262,3,train
3303,4,train
3820,1,train
3861,2,train
4040,4,train
430,2,train
3558,1,train
564,2,train
605,3,train
3778,4,train
3516,4,train
1425,1,train
1559,1,train
1342,3,train
4074,2,train
1517,4,train
3812,2,train
3729,4,train
1638,1,train
1772,1,train
1376,1,train
1114,1,train
1596,4,train
1293,3,train
897,3,train
4025,2,train
635,3,train
1193,1,train
1327,1,train
1809,4,train
1943,4,train
1110,3,train
1547,4,train
1244,3,train
1285,4,train
4021,4,train
3759,4,train
1802,1,train
1406,1,train
1843,2,train
1323,3,train
1364,4,train
4055,2,train
1061,3,train
1102,4,train
2452,2,train
2056,2,train
1357,1,train
961,1,train
1491,1,train
1711,4,train
1315,4,train
2269,2,train
1873,2,train
1570,1,train
1174,1,train
2007,2,train
1790,4,train
2523,3,train
1387,1,train
1824,2,train
1741,4,train
2299,2,train
2340,3,train
1641,2,train
1775,2,train
2770,1,train
2553,3,train
2250,2,train
2291,3,train
2687,3,train
1771,4,train
2983,1,train
2766,3,train
2370,3,train
68,2,train
2800,1,train
3196,1,train
202,2,train
2583,3,train
3020,4,train
2280,2,train
2321,3,train
2717,3,train
2455,3,train
2059,3,train
281,2,train
3013,1,train
2617,1,train
3233,4,train
2534,3,train
2668,3,train
3488,1,train
3226,1,train
232,2,train
669,3,train
2568,1,train
2351,3,train
2788,4,train
2485,3,train
569,1,train
352,3,train
3043,1,train
3480,2,train
90,3,train
2781,1,train
2698,3,train
2739,4,train
3559,2,train
3693,2,train
3256,1,train
3297,2,train
699,3,train
303,3,train
3476,4,train
437,3,train
41,3,train
2818,4,train
995,1,train
599,1,train
3772,2,train
3906,2,train
3510,2,train
953,4,train
2811,1,train
650,3,train
3031,4,train
2769,4,train
1208,1,train
812,1,train
946,1,train
550,1,train
3327,2,train
3723,2,train
729,3,train
770,4,train
3065,2,train
3461,2,train
467,3,train
508,4,train
3244,4,train
3936,2,train
3977,3,train
1379,4,train
983,4,train
3278,2,train
284,3,train
3195,4,train
1279,2,train
1017,2,train
3794,3,train
714,1,train
318,1,train
3095,2,train
3928,3,train
497,3,train
934,4,train
1626,2,train
793,1,train
4007,3,train
1409,4,train
531,1,train
1013,4,train
3308,2,train
3704,2,train
751,4,train
3745,3,train
489,4,train
1006,1,train
1047,2,train
1443,2,train
1226,4,train
3958,3,train
568,4,train
3696,3,train
702,4,train
1522,2,train
1697,3,train
3992,1,train
781,4,train
915,4,train
4071,1,train
1473,2,train
1077,2,train
1910,3,train
1211,2,train
3988,3,train
1989,3,train
1727,3,train
4022,1,train
1424,2,train
1465,3,train
1207,4,train
2285,1,train
2419,1,train
2202,3,train
1503,2,train
1940,3,train
1678,3,train
2236,1,train
1974,1,train
2153,3,train
1757,3,train
2590,4,train
1495,3,train
2711,1,train
2449,1,train
2053,1,train
2803,4,train
2104,3,train
1708,3,train
2266,1,train
2703,2,train
2400,1,train
2004,1,train
2486,4,train
2224,4,train
1921,3,train
5,1,train
2782,2,train
2613,1,train
2437,4,train
2134,3,train
2175,4,train
218,1,train
3129,2,train
2733,2,train
2430,1,train
2034,1,train
2471,2,train
2867,2,train
2254,4,train
2388,4,train
431,1,train
35,1,train
169,1,train
3342,2,train
3080,2,train
2247,1,train
2684,2,train
86,3,train
644,1,train
248,1,train
2763,2,train
3200,3,train
2460,1,train
2501,2,train
2897,2,train
2635,2,train
2552,4,train
636,2,train
3372,2,train
419,4,train
3151,3,train
2848,2,train
3709,1,train
412,1,train
3626,3,train
16,1,train
453,2,train
849,2,train
236,4,train
632,4,train
2927,2,train
370,4,train
3230,3,train
3364,3,train
3922,1,train
666,2,train
3839,3,train
363,1,train
449,4,train
845,4,train
3140,2,train
3618,4,train
187,4,train
2919,3,train
3577,3,train
442,1,train
180,1,train
617,2,train
3831,4,train
4,4,train
3132,3,train
534,4,train
138,4,train
4086,1,train
3824,1,train
3428,1,train
393,1,train
434,2,train
3211,3,train
3607,3,train
3648,4,train
4044,4,train
1212,3,train
3507,1,train
3903,1,train
909,2,train
3641,1,train
4037,1,train
251,2,train
3861,4,train
430,4,train
3558,3,train
1642,1,train
1425,3,train
1122,2,train
1559,3,train
3458,1,train
3854,1,train
3895,2,train
901,3,train
4074,4,train
3812,4,train
1638,3,train
1376,3,train
4067,1,train
677,2,train
1114,3,train
3805,1,train
4025,4,train
2068,1,train
1806,1,train
1193,3,train
890,2,train
1327,3,train
1885,1,train
1489,1,train
2019,1,train
1406,3,train
1843,4,train
3876,2,train
4055,4,train
2098,1,train
2139,2,train
1836,1,train
2056,4,train
1178,1,train
3955,2,train
1357,3,train
961,3,train
2352,2,train
2049,1,train
1653,1,train
2269,4,train
1391,1,train
1873,4,train
1787,1,train
1570,3,train
1174,3,train
2007,4,train
2565,2,train
2169,2,train
1866,1,train
1470,1,train
1907,2,train
1604,1,train
1387,3,train
1824,4,train
1,1,train
2778,2,train
2516,2,train
2299,4,train
1858,2,train
1641,4,train
1775,4,train
80,1,train
2595,2,train
2770,3,train
2071,2,train
1458,4,train
72,2,train
2546,2,train
2983,3,train
2284,2,train
1888,2,train
151,2,train
3279,1,train
285,2,train
68,4,train
2363,2,train
2800,3,train
3196,3,train
3492,1,train
3096,1,train
498,2,train
2834,1,train
281,4,train
2576,2,train
2617,3,train
3013,3,train
3054,4,train
577,2,train
3309,1,train
3047,1,train
53,2,train
3226,3,train
2568,3,train
3522,1,train
132,2,train
569,3,train
2864,1,train
3260,1,train
3043,3,train
3084,4,train
3480,4,train
2781,3,train
3339,1,train
2943,1,train
3776,2,train
3473,1,train
3077,1,train
3559,4,train
3693,4,train
2815,1,train
3297,4,train
3593,2,train
558,2,train
599,3,train
995,3,train
3290,1,train
296,2,train
3510,4,train
3028,1,train
3114,4,train
34,2,train
2811,3,train
3772,4,train
3806,2,train
3940,2,train
812,3,train
3503,1,train
3544,2,train
3723,4,train
946,3,train
550,3,train
3241,1,train
3327,4,train
3461,4,train
3065,4,train
1108,1,train
846,1,train
3757,2,train
3320,1,train
3361,2,train
326,2,train
367,3,train
105,3,train
3278,4,train
1321,1,train
1059,1,train
1279,4,train
4011,3,train
3970,2,train
1017,4,train
714,3,train
318,3,train
3095,4,train
1534,1,train
876,1,train
1313,2,train
1010,1,train
614,1,train
1096,4,train
3391,2,train
793,3,train
397,3,train
3787,2,train
3921,2,train
531,3,train
3308,4,train
1788,2,train
1922,2,train
1089,1,train
1526,2,train
1223,1,train
4000,2,train
3604,2,train
1006,3,train
1047,4,train
1443,4,train
3738,2,train
785,4,train
1302,1,train
1343,2,train
1522,4,train
3817,2,train
3992,3,train
2214,2,train
1253,1,train
1690,2,train
4071,3,train
1473,4,train
1077,4,train
1211,4,train
1903,2,train
1507,2,train
4022,3,train
1424,4,train
2285,3,train
2419,3,train
1586,2,train
1503,4,train
2236,3,train
1974,3,train
2711,3,train
2449,3,train
2053,3,train
2490,4,train
1791,3,train
2879,1,train
2266,3,train
2703,4,train
2400,3,train
2004,3,train
2958,1,train
5,3,train
2300,1,train
2782,4,train
2038,1,train
2520,4,train
218,3,train
2513,1,train
2909,1,train
2950,2,train
3129,4,train
2733,4,train
2867,4,train
2471,4,train
2430,3,train
2034,3,train
252,1,train
3029,2,train
431,3,train
35,3,train
2726,1,train
3163,2,train
169,3,train
2247,3,train
2684,4,train
861,1,train
465,1,train
248,3,train
2543,1,train
3376,2,train
2763,4,train
2460,3,train
2501,4,train
2897,4,train
2635,4,train
2239,4,train
544,1,train
282,1,train
20,1,train
2756,1,train
2797,2,train
636,4,train
2931,2,train
2848,4,train
891,1,train
932,2,train
3709,3,train
233,1,train
3010,2,train
412,3,train
16,3,train
453,4,train
849,4,train
2748,2,train
2927,4,train
708,1,train
312,1,train
1145,2,train
3922,3,train
532,4,train
2827,2,train
3223,2,train
666,4,train
3357,2,train
3956,1,train
921,1,train
962,2,train
263,1,train
700,2,train
3436,2,train
442,3,train
3174,2,train
3215,3,train
3477,3,train
180,3,train
617,4,train
